"country","year","UNSD_treat","UNSD_con"
"Norfolk Island",2000,-9999,-9999
"Norfolk Island",2001,-9999,-9999
"Norfolk Island",2002,-9999,-9999
"Norfolk Island",2003,-9999,-9999
"Norfolk Island",2004,-9999,-9999
"Norfolk Island",2005,-9999,-9999
"Norfolk Island",2006,-9999,-9999
"Norfolk Island",2007,-9999,-9999
"Norfolk Island",2008,-9999,-9999
"Norfolk Island",2009,-9999,-9999
"North Korea",1990,-9999,-9999
"North Korea",1995,-9999,-9999
"North Korea",1996,-9999,-9999
"North Korea",1997,-9999,-9999
"North Korea",1998,-9999,-9999
"North Korea",1999,-9999,-9999
"North Korea",2000,-9999,-9999
"North Korea",2001,-9999,-9999
"North Korea",2002,-9999,-9999
"North Korea",2003,-9999,-9999
"North Korea",2004,-9999,-9999
"North Korea",2005,-9999,-9999
"North Korea",2006,-9999,-9999
"North Korea",2007,-9999,-9999
"North Korea",2008,-9999,-9999
"North Korea",2009,-9999,-9999
"Northern Mariana Islands",1990,-9999,-9999
"Northern Mariana Islands",1995,-9999,-9999
"Northern Mariana Islands",1996,-9999,-9999
"Northern Mariana Islands",1997,-9999,-9999
"Northern Mariana Islands",1998,-9999,-9999
"Northern Mariana Islands",1999,-9999,-9999
"Northern Mariana Islands",2000,-9999,-9999
"Northern Mariana Islands",2001,-9999,-9999
"Northern Mariana Islands",2002,-9999,-9999
"Northern Mariana Islands",2003,-9999,-9999
"Northern Mariana Islands",2004,-9999,-9999
"Northern Mariana Islands",2005,-9999,-9999
"Northern Mariana Islands",2006,-9999,-9999
"Northern Mariana Islands",2007,-9999,-9999
"Northern Mariana Islands",2008,-9999,-9999
"Northern Mariana Islands",2009,-9999,-9999
"Norway",1990,57,77
"Norway",1995,67,80
"Norway",1996,67,80
"Norway",1997,70,80
"Norway",1998,73,80
"Norway",1999,73,80
"Norway",2000,73,80
"Norway",2001,74,81
"Norway",2002,74,80
"Norway",2003,75,81
"Norway",2004,76,81
"Norway",2005,77,82
"Norway",2006,78,83
"Norway",2007,78,83
"Norway",2008,77,-8888
"Norway",2009,79,-8888
"Oman",1990,-9999,-9999
"Oman",1995,-9999,-9999
"Oman",1996,-9999,-9999
"Oman",1997,-9999,-9999
"Oman",1998,-9999,-9999
"Oman",1999,-9999,-9999
"Oman",2000,-9999,-9999
"Oman",2001,-9999,-9999
"Oman",2002,-9999,-9999
"Oman",2003,-9999,-9999
"Oman",2004,-9999,-9999
"Oman",2005,-9999,-9999
"Oman",2006,-9999,-9999
"Oman",2007,-9999,-9999
"Oman",2008,-9999,-9999
"Oman",2009,-9999,-9999
"Pakistan",1990,-9999,-9999
"Pakistan",1995,-9999,-9999
"Pakistan",1996,-9999,-9999
"Pakistan",1997,-9999,-9999
"Pakistan",1998,-9999,-9999
"Pakistan",1999,-9999,-9999
"Pakistan",2000,-9999,-9999
"Pakistan",2001,-9999,-9999
"Pakistan",2002,-9999,-9999
"Pakistan",2003,-9999,-9999
"Pakistan",2004,-9999,-9999
"Pakistan",2005,-9999,-9999
"Pakistan",2006,-9999,-9999
"Pakistan",2007,-9999,-9999
"Pakistan",2008,-9999,-9999
"Pakistan",2009,-9999,-9999
"Palau",1990,-9999,-9999
"Palau",1995,-9999,-9999
"Palau",1996,-9999,-9999
"Palau",1997,-9999,-9999
"Palau",1998,-9999,-9999
"Palau",1999,-9999,-9999
"Palau",2000,-9999,-9999
"Palau",2001,-9999,-9999
"Palau",2002,-9999,-9999
"Palau",2003,-9999,-9999
"Palau",2004,-9999,-9999
"Palau",2005,-9999,-9999
"Palau",2006,-9999,-9999
"Palau",2007,-9999,-9999
"Palau",2008,-9999,-9999
"Palau",2009,-9999,-9999
"Panama",1990,-9999,-9999
"Panama",1995,-9999,-9999
"Panama",1996,-9999,-9999
"Panama",1997,-9999,-9999
"Panama",1998,-9999,-9999
"Panama",1999,-9999,-9999
"Panama",2000,30,-8888
"Panama",2001,31,-8888
"Panama",2002,33,-8888
"Panama",2003,34,-8888
"Panama",2004,36,-8888
"Panama",2005,46,46
"Panama",2006,48,48
"Panama",2007,55,55
"Panama",2008,-8888,56
"Panama",2009,-8888,57
"Papua New Guinea",1990,-9999,-9999
"Papua New Guinea",1995,-9999,-9999
"Papua New Guinea",1996,-9999,-9999
"Papua New Guinea",1997,-9999,-9999
"Papua New Guinea",1998,-9999,-9999
"Papua New Guinea",1999,-9999,-9999
"Papua New Guinea",2000,-9999,-9999
"Papua New Guinea",2001,-9999,-9999
"Papua New Guinea",2002,-9999,-9999
"Papua New Guinea",2003,-9999,-9999
"Papua New Guinea",2004,-9999,-9999
"Papua New Guinea",2005,-9999,-9999
"Papua New Guinea",2006,-9999,-9999
"Papua New Guinea",2007,-9999,-9999
"Papua New Guinea",2008,-9999,-9999
"Papua New Guinea",2009,-9999,-9999
"Paraguay",1990,-8888,36.5
"Paraguay",1995,-8888,18.4
"Paraguay",1996,-9999,-9999
"Paraguay",1997,-9999,-9999
"Paraguay",1998,-9999,-9999
"Paraguay",1999,-8888,13.8
"Paraguay",2000,-9999,-9999
"Paraguay",2001,-8888,16.9
"Paraguay",2002,-8888,15.3
"Paraguay",2003,-8888,17
"Paraguay",2004,-8888,13.2
"Paraguay",2005,-8888,13.5
"Paraguay",2006,-8888,14
"Paraguay",2007,-8888,15.1
"Paraguay",2008,-8888,14
"Paraguay",2009,-8888,16
"Peru",1990,-9999,-9999
"Peru",1995,-9999,-9999
"Peru",1996,-9999,-9999
"Peru",1997,-9999,-9999
"Peru",1998,-9999,-9999
"Peru",1999,-9999,-9999
"Peru",2000,-9999,-9999
"Peru",2001,-9999,-9999
"Peru",2002,-9999,-9999
"Peru",2003,-8888,73.3
"Peru",2004,-8888,75
"Peru",2005,-8888,75.3
"Peru",2006,-8888,76.9
"Peru",2007,-8888,77.6
"Peru",2008,-8888,79.2
"Peru",2009,-8888,81
"Philippines",1990,-9999,-9999
"Philippines",1995,-9999,-9999
"Philippines",1996,-9999,-9999
"Philippines",1997,-9999,-9999
"Philippines",1998,-9999,-9999
"Philippines",1999,-9999,-9999
"Philippines",2000,-9999,-9999
"Philippines",2001,-9999,-9999
"Philippines",2002,-9999,-9999
"Philippines",2003,-9999,-9999
"Philippines",2004,-9999,-9999
"Philippines",2005,-9999,-9999
"Philippines",2006,-9999,-9999
"Philippines",2007,-9999,-9999
"Philippines",2008,-9999,-9999
"Philippines",2009,-9999,-9999
"Pitcairn",1990,-9999,-9999
"Pitcairn",1995,-9999,-9999
"Pitcairn",1996,-9999,-9999
"Pitcairn",1997,-9999,-9999
"Pitcairn",1998,-9999,-9999
"Pitcairn",1999,-9999,-9999
"Pitcairn",2000,-9999,-9999
"Pitcairn",2001,-9999,-9999
"Pitcairn",2002,-9999,-9999
"Pitcairn",2003,-9999,-9999
"Pitcairn",2004,-9999,-9999
"Pitcairn",2005,-9999,-9999
"Pitcairn",2006,-9999,-9999
"Pitcairn",2007,-9999,-9999
"Pitcairn",2008,-9999,-9999
"Pitcairn",2009,-9999,-9999
"Poland",1990,-9999,-9999
"Poland",1995,42,53
"Poland",1996,43,53
"Poland",1997,47,54
"Poland",1998,50,55
"Poland",1999,52,57
"Poland",2000,54,54
"Poland",2001,55,56
"Poland",2002,57,57
"Poland",2003,58,57
"Poland",2004,59,58
"Poland",2005,60,59
"Poland",2006,61,60
"Poland",2007,62,60
"Poland",2008,63,61
"Poland",2009,64,62
"Portugal",1990,21,55
"Portugal",1995,-9999,-9999
"Portugal",1996,-9999,-9999
"Portugal",1997,-9999,-9999
"Portugal",1998,42,65
"Portugal",1999,-9999,-9999
"Portugal",2000,-9999,-9999
"Portugal",2001,-9999,-9999
"Portugal",2002,57,73
"Portugal",2003,60,74
"Portugal",2004,-9999,-9999
"Portugal",2005,65,74
"Portugal",2006,72,77
"Portugal",2007,69,74
"Portugal",2008,70,78
"Portugal",2009,-9999,-9999
"Puerto Rico",1990,-9999,-9999
"Puerto Rico",1995,-9999,-9999
"Puerto Rico",1996,-9999,-9999
"Puerto Rico",1997,-9999,-9999
"Puerto Rico",1998,-9999,-9999
"Puerto Rico",1999,-9999,-9999
"Puerto Rico",2000,-9999,-9999
"Puerto Rico",2001,-9999,-9999
"Puerto Rico",2002,-9999,-9999
"Puerto Rico",2003,-9999,-9999
"Puerto Rico",2004,-9999,-9999
"Puerto Rico",2005,-9999,-9999
"Puerto Rico",2006,-9999,-9999
"Puerto Rico",2007,-9999,-9999
"Puerto Rico",2008,-9999,-9999
"Puerto Rico",2009,-9999,-9999
"Qatar",1990,-9999,-9999
"Qatar",1995,-9999,-9999
"Qatar",1996,-9999,-9999
"Qatar",1997,-9999,-9999
"Qatar",1998,-9999,-9999
"Qatar",1999,-9999,-9999
"Qatar",2000,-9999,-9999
"Qatar",2001,-9999,-9999
"Qatar",2002,-9999,-9999
"Qatar",2003,-9999,-9999
"Qatar",2004,-9999,-9999
"Qatar",2005,-9999,-9999
"Qatar",2006,-9999,-9999
"Qatar",2007,-9999,-9999
"Qatar",2008,-9999,-9999
"Qatar",2009,-9999,-9999
"Reunion",1990,-9999,-9999
"Reunion",1995,-9999,-9999
"Reunion",1996,-9999,-9999
"Reunion",1997,-9999,-9999
"Reunion",1998,0,31.7
"Reunion",1999,-9999,-9999
"Reunion",2000,-9999,-9999
"Reunion",2001,32.2,33.6
"Reunion",2002,-9999,-9999
"Reunion",2003,-9999,-9999
"Reunion",2004,35.9,39.4
"Reunion",2005,-9999,-9999
"Reunion",2006,-9999,-9999
"Reunion",2007,-9999,-9999
"Reunion",2008,-9999,-9999
"Reunion",2009,-9999,-9999
"Romania",1990,-8888,44
"Romania",1995,-9999,-9999
"Romania",1996,-9999,-9999
"Romania",1997,-9999,-9999
"Romania",1998,-9999,-9999
"Romania",1999,-9999,-9999
"Romania",2000,-9999,-9999
"Romania",2001,-9999,-9999
"Romania",2002,-8888,43
"Romania",2003,-9999,-9999
"Romania",2004,27,40
"Romania",2005,27,40
"Romania",2006,28,42
"Romania",2007,28,43
"Romania",2008,29,43
"Romania",2009,29,43
"Russia",1990,-9999,-9999
"Russia",1995,-9999,-9999
"Russia",1996,-9999,-9999
"Russia",1997,-9999,-9999
"Russia",1998,-9999,-9999
"Russia",1999,-9999,-9999
"Russia",2000,-9999,-9999
"Russia",2001,-9999,-9999
"Russia",2002,-9999,-9999
"Russia",2003,-9999,-9999
"Russia",2004,-9999,-9999
"Russia",2005,-9999,-9999
"Russia",2006,-9999,-9999
"Russia",2007,-9999,-9999
"Russia",2008,-9999,-9999
"Russia",2009,-9999,-9999
"Rwanda",1990,-9999,-9999
"Rwanda",1995,-9999,-9999
"Rwanda",1996,-9999,-9999
"Rwanda",1997,-9999,-9999
"Rwanda",1998,-9999,-9999
"Rwanda",1999,-9999,-9999
"Rwanda",2000,-9999,-9999
"Rwanda",2001,-9999,-9999
"Rwanda",2002,-9999,-9999
"Rwanda",2003,-9999,-9999
"Rwanda",2004,-9999,-9999
"Rwanda",2005,-9999,-9999
"Rwanda",2006,-9999,-9999
"Rwanda",2007,-9999,-9999
"Rwanda",2008,-9999,-9999
"Rwanda",2009,-9999,-9999
"Saint Helena",1990,-9999,-9999
"Saint Helena",1995,-9999,-9999
"Saint Helena",1996,-9999,-9999
"Saint Helena",1997,-9999,-9999
"Saint Helena",1998,-9999,-9999
"Saint Helena",1999,-9999,-9999
"Saint Helena",2000,-9999,-9999
"Saint Helena",2001,-9999,-9999
"Saint Helena",2002,-9999,-9999
"Saint Helena",2003,-9999,-9999
"Saint Helena",2004,-9999,-9999
"Saint Helena",2005,-9999,-9999
"Saint Helena",2006,-9999,-9999
"Saint Helena",2007,-9999,-9999
"Saint Helena",2008,-9999,-9999
"Saint Helena",2009,-9999,-9999
"Saint Kitts and Nevis",1990,-9999,-9999
"Saint Kitts and Nevis",1995,-9999,-9999
"Saint Kitts and Nevis",1996,-9999,-9999
"Saint Kitts and Nevis",1997,-9999,-9999
"Saint Kitts and Nevis",1998,-9999,-9999
"Saint Kitts and Nevis",1999,-9999,-9999
"Saint Kitts and Nevis",2000,-9999,-9999
"Saint Kitts and Nevis",2001,-9999,-9999
"Saint Kitts and Nevis",2002,-9999,-9999
"Saint Kitts and Nevis",2003,-9999,-9999
"Saint Kitts and Nevis",2004,-9999,-9999
"Saint Kitts and Nevis",2005,-9999,-9999
"Saint Kitts and Nevis",2006,-9999,-9999
"Saint Kitts and Nevis",2007,-9999,-9999
"Saint Kitts and Nevis",2008,-9999,-9999
"Saint Kitts and Nevis",2009,-9999,-9999
"Saint Lucia",1990,-9999,-9999
"Saint Lucia",1995,-9999,-9999
"Saint Lucia",1996,-9999,-9999
"Saint Lucia",1997,-9999,-9999
"Saint Lucia",1998,-9999,-9999
"Saint Lucia",1999,-9999,-9999
"Saint Lucia",2000,-9999,-9999
"Saint Lucia",2001,-9999,-9999
"Saint Lucia",2002,-9999,-9999
"Saint Lucia",2003,-9999,-9999
"Saint Lucia",2004,-9999,-9999
"Saint Lucia",2005,-9999,-9999
"Saint Lucia",2006,-9999,-9999
"Saint Lucia",2007,-9999,-9999
"Saint Lucia",2008,-9999,-9999
"Saint Lucia",2009,-9999,-9999
"Saint Pierre and Miquelon",1990,-9999,-9999
"Saint Pierre and Miquelon",1995,-9999,-9999
"Saint Pierre and Miquelon",1996,-9999,-9999
"Saint Pierre and Miquelon",1997,-9999,-9999
"Saint Pierre and Miquelon",1998,-9999,-9999
"Saint Pierre and Miquelon",1999,-9999,-9999
"Saint Pierre and Miquelon",2000,-9999,-9999
"Saint Pierre and Miquelon",2001,-9999,-9999
"Saint Pierre and Miquelon",2002,-9999,-9999
"Saint Pierre and Miquelon",2003,-9999,-9999
"Saint Pierre and Miquelon",2004,-9999,-9999
"Saint Pierre and Miquelon",2005,-9999,-9999
"Saint Pierre and Miquelon",2006,-9999,-9999
"Saint Pierre and Miquelon",2007,-9999,-9999
"Saint Pierre and Miquelon",2008,-9999,-9999
"Saint Pierre and Miquelon",2009,-9999,-9999
"Saint Vincent and the Grenadines",1990,-9999,-9999
"Saint Vincent and the Grenadines",1995,-9999,-9999
"Saint Vincent and the Grenadines",1996,-9999,-9999
"Saint Vincent and the Grenadines",1997,-9999,-9999
"Saint Vincent and the Grenadines",1998,-9999,-9999
"Saint Vincent and the Grenadines",1999,-9999,-9999
"Saint Vincent and the Grenadines",2000,-9999,-9999
"Saint Vincent and the Grenadines",2001,-9999,-9999
"Saint Vincent and the Grenadines",2002,-9999,-9999
"Saint Vincent and the Grenadines",2003,-9999,-9999
"Saint Vincent and the Grenadines",2004,-9999,-9999
"Saint Vincent and the Grenadines",2005,-9999,-9999
"Saint Vincent and the Grenadines",2006,-9999,-9999
"Saint Vincent and the Grenadines",2007,-9999,-9999
"Saint Vincent and the Grenadines",2008,-9999,-9999
"Saint Vincent and the Grenadines",2009,-9999,-9999
"Samoa",1990,-9999,-9999
"Samoa",1995,-9999,-9999
"Samoa",1996,-9999,-9999
"Samoa",1997,-9999,-9999
"Samoa",1998,-9999,-9999
"Samoa",1999,-9999,-9999
"Samoa",2000,-9999,-9999
"Samoa",2001,-9999,-9999
"Samoa",2002,-9999,-9999
"Samoa",2003,-9999,-9999
"Samoa",2004,-9999,-9999
"Samoa",2005,-9999,-9999
"Samoa",2006,-9999,-9999
"Samoa",2007,-9999,-9999
"Samoa",2008,-9999,-9999
"Samoa",2009,-9999,-9999
"San Marino",1990,-9999,-9999
"San Marino",1995,-9999,-9999
"San Marino",1996,-9999,-9999
"San Marino",1997,-9999,-9999
"San Marino",1998,-9999,-9999
"San Marino",1999,-9999,-9999
"San Marino",2000,-9999,-9999
"San Marino",2001,-9999,-9999
"San Marino",2002,-9999,-9999
"San Marino",2003,-9999,-9999
"San Marino",2004,-9999,-9999
"San Marino",2005,-9999,-9999
"San Marino",2006,-9999,-9999
"San Marino",2007,-9999,-9999
"San Marino",2008,-9999,-9999
"San Marino",2009,-9999,-9999
"Sao Tome and Principe",1990,-9999,-9999
"Sao Tome and Principe",1995,-9999,-9999
"Sao Tome and Principe",1996,-9999,-9999
"Sao Tome and Principe",1997,-9999,-9999
"Sao Tome and Principe",1998,-9999,-9999
"Sao Tome and Principe",1999,-9999,-9999
"Sao Tome and Principe",2000,-9999,-9999
"Sao Tome and Principe",2001,-9999,-9999
"Sao Tome and Principe",2002,-9999,-9999
"Sao Tome and Principe",2003,-9999,-9999
"Sao Tome and Principe",2004,-9999,-9999
"Sao Tome and Principe",2005,-9999,-9999
"Sao Tome and Principe",2006,-9999,-9999
"Sao Tome and Principe",2007,-9999,-9999
"Sao Tome and Principe",2008,-9999,-9999
"Sao Tome and Principe",2009,-9999,-9999
"Saudi Arabia",1990,-9999,-9999
"Saudi Arabia",1995,-9999,-9999
"Saudi Arabia",1996,-9999,-9999
"Saudi Arabia",1997,-9999,-9999
"Saudi Arabia",1998,-9999,-9999
"Saudi Arabia",1999,-9999,-9999
"Saudi Arabia",2000,-9999,-9999
"Saudi Arabia",2001,-9999,-9999
"Saudi Arabia",2002,-9999,-9999
"Saudi Arabia",2003,-9999,-9999
"Saudi Arabia",2004,-9999,-9999
"Saudi Arabia",2005,-9999,-9999
"Saudi Arabia",2006,-9999,-9999
"Saudi Arabia",2007,-9999,-9999
"Saudi Arabia",2008,-9999,-9999
"Saudi Arabia",2009,-9999,-9999
"Senegal",1990,-9999,-9999
"Senegal",1995,-9999,-9999
"Senegal",1996,-9999,-9999
"Senegal",1997,-9999,-9999
"Senegal",1998,-9999,-9999
"Senegal",1999,-9999,-9999
"Senegal",2000,-9999,-9999
"Senegal",2001,-9999,-9999
"Senegal",2002,-8888,23
"Senegal",2003,-9999,-9999
"Senegal",2004,-9999,-9999
"Senegal",2005,-9999,-9999
"Senegal",2006,-9999,-9999
"Senegal",2007,-9999,-9999
"Senegal",2008,-9999,-9999
"Senegal",2009,-9999,-9999
"Serbia",1990,-9999,-9999
"Serbia",1995,-9999,-9999
"Serbia",1996,-9999,-9999
"Serbia",1997,-9999,-9999
"Serbia",1998,-9999,-9999
"Serbia",1999,-9999,-9999
"Serbia",2000,-9999,-9999
"Serbia",2001,-9999,-9999
"Serbia",2002,13,46
"Serbia",2003,-9999,-9999
"Serbia",2004,-9999,-9999
"Serbia",2005,-9999,-9999
"Serbia",2006,-9999,-9999
"Serbia",2007,14,48
"Serbia",2008,17,49
"Serbia",2009,19,52
"Seychelles",1990,-9999,-9999
"Seychelles",1995,-9999,-9999
"Seychelles",1996,-9999,-9999
"Seychelles",1997,-9999,-9999
"Seychelles",1998,-9999,-9999
"Seychelles",1999,-9999,-9999
"Seychelles",2000,-9999,-9999
"Seychelles",2001,-9999,-9999
"Seychelles",2002,-9999,-9999
"Seychelles",2003,-9999,-9999
"Seychelles",2004,-9999,-9999
"Seychelles",2005,-9999,-9999
"Seychelles",2006,-9999,-9999
"Seychelles",2007,-9999,-9999
"Seychelles",2008,-9999,-9999
"Seychelles",2009,-9999,-9999
"Sierra Leone",1990,-9999,-9999
"Sierra Leone",1995,-9999,-9999
"Sierra Leone",1996,-9999,-9999
"Sierra Leone",1997,-9999,-9999
"Sierra Leone",1998,-9999,-9999
"Sierra Leone",1999,-9999,-9999
"Sierra Leone",2000,-9999,-9999
"Sierra Leone",2001,-9999,-9999
"Sierra Leone",2002,-9999,-9999
"Sierra Leone",2003,-9999,-9999
"Sierra Leone",2004,-9999,-9999
"Sierra Leone",2005,-9999,-9999
"Sierra Leone",2006,-9999,-9999
"Sierra Leone",2007,-9999,-9999
"Sierra Leone",2008,-9999,-9999
"Sierra Leone",2009,-9999,-9999
"Singapore",1990,97.5,100
"Singapore",1995,99,100
"Singapore",1996,99,100
"Singapore",1997,99,100
"Singapore",1998,99,100
"Singapore",1999,99,100
"Singapore",2000,99,100
"Singapore",2001,99,100
"Singapore",2002,99,100
"Singapore",2003,99.9,100
"Singapore",2004,99.9,100
"Singapore",2005,99.9,100
"Singapore",2006,99.9,100
"Singapore",2007,99.9,100
"Singapore",2008,100,100
"Singapore",2009,100,100
"Slovakia",1990,43,51
"Slovakia",1995,48,53
"Slovakia",1996,49,53
"Slovakia",1997,49,53
"Slovakia",1998,49,54
"Slovakia",1999,50,55
"Slovakia",2000,51,55
"Slovakia",2001,51,55
"Slovakia",2002,52,55
"Slovakia",2003,53,56
"Slovakia",2004,54,56
"Slovakia",2005,55,57
"Slovakia",2006,55,57
"Slovakia",2007,57,58
"Slovakia",2008,-9999,-9999
"Slovakia",2009,-9999,-9999
"Slovenia",1990,-9999,-9999
"Slovenia",1995,-9999,-9999
"Slovenia",1996,-9999,-9999
"Slovenia",1997,-9999,-9999
"Slovenia",1998,19,42
"Slovenia",1999,21,53
"Slovenia",2000,23,53
"Slovenia",2001,25,53
"Slovenia",2002,25,63
"Slovenia",2003,26,63
"Slovenia",2004,34,63
"Slovenia",2005,37,63
"Slovenia",2006,52,63
"Slovenia",2007,51,63
"Slovenia",2008,52,63
"Slovenia",2009,52,63
"Solomon Islands",1990,-9999,-9999
"Solomon Islands",1995,-9999,-9999
"Solomon Islands",1996,-9999,-9999
"Solomon Islands",1997,-9999,-9999
"Solomon Islands",1998,-9999,-9999
"Solomon Islands",1999,-9999,-9999
"Solomon Islands",2000,-9999,-9999
"Solomon Islands",2001,-9999,-9999
"Solomon Islands",2002,-9999,-9999
"Solomon Islands",2003,-9999,-9999
"Solomon Islands",2004,-9999,-9999
"Solomon Islands",2005,-9999,-9999
"Solomon Islands",2006,-9999,-9999
"Solomon Islands",2007,-9999,-9999
"Solomon Islands",2008,-9999,-9999
"Solomon Islands",2009,-9999,-9999
"Somalia",1990,-9999,-9999
"Somalia",1995,-9999,-9999
"Somalia",1996,-9999,-9999
"Somalia",1997,-9999,-9999
"Somalia",1998,-9999,-9999
"Somalia",1999,-9999,-9999
"Somalia",2000,-9999,-9999
"Somalia",2001,-9999,-9999
"Somalia",2002,-9999,-9999
"Somalia",2003,-9999,-9999
"Somalia",2004,-9999,-9999
"Somalia",2005,-9999,-9999
"Somalia",2006,-9999,-9999
"Somalia",2007,-9999,-9999
"Somalia",2008,-9999,-9999
"Somalia",2009,-9999,-9999
"South Africa",1990,-9999,-9999
"South Africa",1995,39,41
"South Africa",1996,39,41
"South Africa",1997,41,43
"South Africa",1998,43,45
"South Africa",1999,45,47
"South Africa",2000,46,48
"South Africa",2001,48,51
"South Africa",2002,50,53
"South Africa",2003,50,53
"South Africa",2004,52,55
"South Africa",2005,54,57
"South Africa",2006,55,58
"South Africa",2007,57,60
"South Africa",2008,-9999,-9999
"South Africa",2009,-9999,-9999
"South Korea",1990,-8888,32.9
"South Korea",1995,-8888,45.2
"South Korea",1996,-9999,-9999
"South Korea",1997,-9999,-9999
"South Korea",1998,-9999,-9999
"South Korea",1999,-9999,-9999
"South Korea",2000,69.9,70.5
"South Korea",2001,-9999,-9999
"South Korea",2002,-9999,-9999
"South Korea",2003,78.8,78.8
"South Korea",2004,-9999,-9999
"South Korea",2005,-9999,-9999
"South Korea",2006,-9999,-9999
"South Korea",2007,-9999,-9999
"South Korea",2008,-9999,-9999
"South Korea",2009,-9999,-9999
"Spain",1990,48,-8888
"Spain",1995,48,-8888
"Spain",1996,-9999,-9999
"Spain",1997,-9999,-9999
"Spain",1998,-9999,-9999
"Spain",1999,-9999,-9999
"Spain",2000,88,100
"Spain",2001,-9999,-9999
"Spain",2002,89,100
"Spain",2003,-9999,-9999
"Spain",2004,-9999,-9999
"Spain",2005,92,100
"Spain",2006,91,-8888
"Spain",2007,100,100
"Spain",2008,92,-8888
"Spain",2009,-9999,-9999
"Sri Lanka",1990,-9999,-9999
"Sri Lanka",1995,-9999,-9999
"Sri Lanka",1996,-9999,-9999
"Sri Lanka",1997,-9999,-9999
"Sri Lanka",1998,-9999,-9999
"Sri Lanka",1999,-9999,-9999
"Sri Lanka",2000,-9999,-9999
"Sri Lanka",2001,-9999,-9999
"Sri Lanka",2002,-9999,-9999
"Sri Lanka",2003,-9999,-9999
"Sri Lanka",2004,-9999,-9999
"Sri Lanka",2005,-9999,-9999
"Sri Lanka",2006,-9999,-9999
"Sri Lanka",2007,-9999,-9999
"Sri Lanka",2008,-9999,-9999
"Sri Lanka",2009,-9999,-9999
"State of Palestine",1990,-9999,-9999
"State of Palestine",1995,-8888,31.7
"State of Palestine",1996,-9999,-9999
"State of Palestine",1997,-9999,-9999
"State of Palestine",1998,-9999,-9999
"State of Palestine",1999,-8888,39.3
"State of Palestine",2000,-8888,43.9
"State of Palestine",2001,-9999,-9999
"State of Palestine",2002,-8888,45.8
"State of Palestine",2003,-8888,43.6
"State of Palestine",2004,-8888,42.9
"State of Palestine",2005,-8888,44.7
"State of Palestine",2006,-8888,45.3
"State of Palestine",2007,-9999,-9999
"State of Palestine",2008,-8888,45.5
"State of Palestine",2009,-8888,52.1
"Sudan",1990,-9999,-9999
"Sudan",1995,-9999,-9999
"Sudan",1996,-9999,-9999
"Sudan",1997,-9999,-9999
"Sudan",1998,-9999,-9999
"Sudan",1999,-9999,-9999
"Sudan",2000,-9999,-9999
"Sudan",2001,-9999,-9999
"Sudan",2002,-9999,-9999
"Sudan",2003,-9999,-9999
"Sudan",2004,-9999,-9999
"Sudan",2005,-9999,-9999
"Sudan",2006,-9999,-9999
"Sudan",2007,-9999,-9999
"Sudan",2008,-9999,-9999
"Sudan",2009,-9999,-9999
"Suriname",1990,-9999,-9999
"Suriname",1995,-9999,-9999
"Suriname",1996,-9999,-9999
"Suriname",1997,-9999,-9999
"Suriname",1998,-9999,-9999
"Suriname",1999,-9999,-9999
"Suriname",2000,-9999,-9999
"Suriname",2001,-9999,-9999
"Suriname",2002,-9999,-9999
"Suriname",2003,-9999,-9999
"Suriname",2004,-9999,-9999
"Suriname",2005,-9999,-9999
"Suriname",2006,-9999,-9999
"Suriname",2007,-9999,-9999
"Suriname",2008,-9999,-9999
"Suriname",2009,-9999,-9999
"Svalbard and Jan Mayen Islands",1990,-9999,-9999
"Svalbard and Jan Mayen Islands",1995,-9999,-9999
"Svalbard and Jan Mayen Islands",1996,-9999,-9999
"Svalbard and Jan Mayen Islands",1997,-9999,-9999
"Svalbard and Jan Mayen Islands",1998,-9999,-9999
"Svalbard and Jan Mayen Islands",1999,-9999,-9999
"Svalbard and Jan Mayen Islands",2000,-9999,-9999
"Svalbard and Jan Mayen Islands",2001,-9999,-9999
"Svalbard and Jan Mayen Islands",2002,-9999,-9999
"Svalbard and Jan Mayen Islands",2003,-9999,-9999
"Svalbard and Jan Mayen Islands",2004,-9999,-9999
"Svalbard and Jan Mayen Islands",2005,-9999,-9999
"Svalbard and Jan Mayen Islands",2006,-9999,-9999
"Svalbard and Jan Mayen Islands",2007,-9999,-9999
"Svalbard and Jan Mayen Islands",2008,-9999,-9999
"Svalbard and Jan Mayen Islands",2009,-9999,-9999
"Swaziland",1990,-9999,-9999
"Swaziland",1995,-9999,-9999
"Swaziland",1996,-9999,-9999
"Swaziland",1997,-9999,-9999
"Swaziland",1998,-9999,-9999
"Swaziland",1999,-9999,-9999
"Swaziland",2000,-9999,-9999
"Swaziland",2001,-9999,-9999
"Swaziland",2002,-9999,-9999
"Swaziland",2003,-9999,-9999
"Swaziland",2004,-9999,-9999
"Swaziland",2005,-9999,-9999
"Swaziland",2006,-9999,-9999
"Swaziland",2007,-9999,-9999
"Swaziland",2008,-9999,-9999
"Swaziland",2009,-9999,-9999
"Sweden",1990,94,-8888
"Sweden",1995,93,93
"Sweden",1996,-9999,-9999
"Sweden",1997,-9999,-9999
"Sweden",1998,93,93
"Sweden",1999,-9999,-9999
"Sweden",2000,86,86
"Sweden",2001,-9999,-9999
"Sweden",2002,85,85
"Sweden",2003,86,86
"Sweden",2004,86,86
"Sweden",2005,86,86
"Sweden",2006,86,86
"Sweden",2007,-9999,-9999
